,ride.alc.driver,female,grade,age4,smoke,DriverLicense,In_Month
6512,0,0,10,15,0,0,271733
6513,1,0,10,16,NA,1,271809
6514,1,0,9,14,0,0,271884
6515,1,0,9,15,1,0,271960
6516,0,0,9,14,0,0,272035
6517,0,1,9,14,1,0,272111
6518,0,0,9,14,0,0,272187
6519,1,0,9,15,0,0,272262
6520,1,0,9,15,0,0,272338
6521,0,0,9,15,0,0,272414
6522,0,0,9,15,1,0,272489
6523,0,0,9,15,0,0,272565
6524,1,1,11,17,1,1,272640
6525,1,0,9,15,1,0,272716
6526,0,1,9,15,0,0,272792
6527,0,0,9,15,0,0,272867
6528,0,0,9,14,1,0,272943
6529,0,0,9,14,0,0,273018
6530,0,1,9,15,1,0,273094
6531,1,0,9,15,0,0,273170
6532,0,0,9,14,0,0,273245
6533,0,0,9,15,0,0,273321
6534,1,0,9,15,0,0,273397
6535,1,1,9,14,0,0,273472
6536,0,0,9,15,1,0,273548
6537,0,0,12,18,0,1,273623
6538,1,1,12,18,1,1,273699
6539,1,1,12,18,1,1,273775
6540,0,1,12,18,1,1,273850
6541,1,0,12,18,0,1,273926
6542,1,1,12,18,1,1,274002
6543,1,0,12,17,1,1,274077
6544,0,0,12,17,1,1,274153
6545,1,1,12,18,0,1,274228
6546,0,1,12,18,0,1,274304
6547,0,1,12,18,0,1,274380
6548,0,0,12,18,0,1,274455
6549,1,0,12,18,1,1,274531
6550,1,1,12,17,1,1,274607
6551,0,1,12,17,1,1,274682
6552,0,1,12,18,0,1,274758
6553,0,0,12,17,0,1,274833
6554,0,1,12,17,0,1,274909
6555,0,0,12,18,0,1,274985
6556,1,0,12,17,0,1,275060
6557,0,0,11,17,0,1,275136
6558,0,1,11,16,0,1,275211
6559,0,0,11,17,0,1,275287
6560,0,1,11,17,0,1,275363
6561,0,0,11,17,1,1,275438
6562,0,1,12,17,1,1,275514
6563,1,1,11,16,1,1,275590
6564,0,0,11,17,0,1,275665
6565,0,0,12,18,0,1,275741
6566,0,0,11,17,0,1,275816
6567,0,1,11,17,1,1,275892
6568,1,0,11,17,1,1,275968
6569,0,1,11,16,0,1,276043
6570,0,1,11,16,1,1,276119
6571,0,1,11,16,0,1,276195
6572,0,1,11,17,1,1,276270
6573,1,0,11,17,1,1,276346
6574,0,0,11,17,1,1,276421
6575,1,1,11,16,1,1,276497
6576,1,1,11,17,1,1,276573
6577,1,1,12,18,1,1,276648
6578,0,1,11,17,1,1,276724
6579,0,0,11,17,0,1,276800
6580,1,1,11,17,1,1,276875
6581,0,0,11,17,0,1,276951
6582,1,1,11,17,1,1,277026
6583,0,0,11,16,0,1,277102
6584,0,0,11,17,0,1,277178
6585,0,0,9,15,0,0,277253
6586,0,1,11,16,1,1,277329
6587,0,1,9,15,1,0,277404
6588,0,1,9,15,1,0,277480
6589,0,0,9,14,0,0,277556
6590,0,0,9,14,1,0,277631
6591,1,NA,9,15,0,0,277707
6592,0,0,9,15,0,0,277783
6593,1,1,11,16,1,1,277858
6594,0,0,9,15,1,0,277934
6595,0,1,9,15,1,0,278009
6596,0,0,9,14,0,0,278085
6597,0,0,9,14,0,0,278161
6598,0,1,9,14,1,0,278236
6599,1,1,9,14,1,0,278312
6600,1,0,9,14,0,0,278388
6601,1,0,9,15,0,0,278463
6602,1,1,9,15,0,0,278539
6603,0,0,9,15,0,0,278614
6604,0,0,9,15,0,0,278690
6605,1,0,9,14,0,0,278766
6606,1,0,9,14,0,0,278841
6607,0,0,9,14,0,0,278917
6608,0,0,9,14,0,0,278992
6609,1,1,9,15,1,0,279068
6610,1,0,9,14,1,0,279144
6611,0,0,9,15,0,0,279219
6612,0,0,9,15,0,0,279295
6613,0,0,9,14,0,0,279371
6614,0,1,9,14,0,0,279446
6615,0,1,9,16,0,1,279522
6616,0,0,9,14,0,0,279597
6617,0,0,9,15,0,0,279673
6618,0,1,9,15,1,0,279749
6619,0,1,9,15,0,0,279824
6620,0,NA,9,15,0,0,279900
6621,0,0,9,15,0,0,279976
6622,1,1,11,17,0,1,280051
6623,0,0,11,16,0,1,280127
6624,0,1,11,17,1,1,280202
6625,1,1,11,16,0,1,280278
6626,0,0,11,16,0,1,280354
6627,0,0,11,17,0,1,280429
6628,0,0,11,17,0,1,280505
6629,0,0,11,17,0,1,280581
6630,1,0,11,17,0,1,280656
6631,1,0,11,17,0,1,280732
6632,1,1,11,17,1,1,280807
6633,0,0,11,17,1,1,280883
6634,0,0,11,16,1,1,280959
6635,1,0,11,17,1,1,281034
6636,0,1,11,17,0,1,281110
6637,0,0,11,17,0,1,281185
6638,0,1,12,17,0,1,281261
6639,0,0,11,17,0,1,281337
6640,0,0,11,16,0,1,281412
6641,0,0,11,17,0,1,281488
6642,1,1,11,17,0,1,281564
6643,0,0,11,17,0,1,281639
6644,1,1,11,16,1,1,281715
6645,0,1,10,16,0,1,281790
6646,0,0,10,15,0,0,281866
6647,1,0,10,16,1,1,281942
6648,1,0,10,15,1,0,282017
6649,0,0,10,16,0,1,282093
6650,1,1,10,16,1,1,282169
6651,0,1,10,16,1,1,282244
6652,0,1,10,16,1,1,282320
6653,1,0,10,15,0,0,282395
6654,0,0,10,15,1,0,282471
6655,1,0,10,16,0,1,282547
6656,0,1,11,17,1,1,282622
6657,1,0,10,16,0,1,282698
6658,0,0,10,16,0,1,282773
6659,1,1,10,16,1,1,282849
6660,0,0,10,16,0,1,282925
6661,0,1,10,16,1,1,283000
6662,0,1,10,15,1,0,283076
6663,0,0,12,18,0,1,283152
6664,0,1,12,18,0,1,283227
6665,1,0,12,17,0,1,283303
6666,1,1,12,17,1,1,283378
6667,0,1,12,18,0,1,283454
6668,0,0,12,17,0,1,283530
6669,0,0,12,17,1,1,283605
6670,1,1,12,18,1,1,283681
6671,0,1,12,18,1,1,283757
6672,0,0,12,18,0,1,283832
6673,1,0,12,17,1,1,283908
6674,0,1,12,18,0,1,283983
6675,0,0,12,17,0,1,284059
6676,0,0,12,18,0,1,284135
6677,0,0,12,17,0,1,284210
6678,1,0,12,17,0,1,284286
6679,0,0,12,18,0,1,284362
6680,1,1,12,17,1,1,284437
6681,0,0,12,17,0,1,284513
6682,1,0,12,17,1,1,284588
6683,0,0,12,17,1,1,284664
6684,1,0,12,18,0,1,284740
6685,1,0,12,17,0,1,284815
6686,0,0,12,17,0,1,284891
6687,0,0,12,18,1,1,284966
6688,1,1,12,17,1,1,285042
6689,0,0,12,18,1,1,285118
6690,1,1,12,17,1,1,285193
6691,0,1,12,17,0,1,285269
6692,0,1,12,17,1,1,285345
6693,1,1,12,17,1,1,285420
6694,0,1,12,18,1,1,285496
6695,1,1,12,18,0,1,285571
6696,0,1,12,17,1,1,285647
6697,0,1,12,17,0,1,285723
6698,0,1,12,18,0,1,285798
6699,1,1,12,17,1,1,285874
6700,0,1,12,18,1,1,285950
6701,0,0,12,17,1,1,286025
6702,0,1,12,18,0,1,286101
6703,0,0,11,17,1,1,286176
6704,0,0,11,18,1,1,286252
6705,0,0,11,16,1,1,286328
6706,0,1,11,17,1,1,286403
6707,1,1,11,18,1,1,286479
6708,0,1,11,16,0,1,286554
6709,0,1,11,17,0,1,286630
6710,0,1,11,17,0,1,286706
6711,1,1,11,17,1,1,286781
6712,0,1,11,16,1,1,286857
6713,0,0,11,17,NA,1,286933
6714,0,1,11,17,1,1,287008
6715,0,1,11,16,0,1,287084
6716,1,1,11,18,1,1,287159
6717,1,1,11,18,1,1,287235
6718,1,1,11,16,1,1,287311
6719,0,0,11,17,0,1,287386
6720,1,1,12,18,1,1,287462
6721,0,1,12,17,1,1,287538
6722,1,1,12,17,1,1,287613
6723,1,1,12,18,0,1,287689
6724,0,1,12,18,0,1,287764
6725,0,1,12,18,1,1,287840
6726,0,1,12,18,0,1,287916
6727,0,1,12,17,1,1,287991
6728,0,1,12,18,0,1,288067
6729,0,1,12,18,1,1,288143
6730,0,1,12,18,1,1,288218
6731,0,1,12,17,0,1,288294
6732,0,1,12,17,0,1,288369
6733,0,1,12,18,0,1,288445
6734,0,1,12,17,1,1,288521
6735,0,1,12,18,0,1,288596
6736,1,1,12,17,1,1,288672
6737,0,1,12,18,0,1,288747
6738,1,1,12,17,0,1,288823
6739,0,1,12,17,0,1,288899
6740,1,1,10,16,1,1,288974
6741,0,0,10,17,0,1,289050
6742,0,1,10,16,1,1,289126
6743,0,1,10,15,1,0,289201
6744,0,1,10,16,0,1,289277
6745,0,1,10,16,0,1,289352
6746,1,1,10,16,1,1,289428
6747,0,0,10,16,0,1,289504
6748,0,1,10,16,1,1,289579
6749,0,0,10,16,1,1,289655
6750,0,0,10,15,1,0,289731
6751,0,0,10,15,1,0,289806
6752,0,0,10,15,0,0,289882
6753,1,1,10,16,1,1,289957
6754,0,1,10,15,1,0,290033
6755,1,1,10,16,1,1,290109
6756,0,0,10,16,0,1,290184
6757,0,1,10,15,1,0,290260
6758,0,0,10,15,0,0,290335
6759,1,0,10,15,0,0,290411
6760,1,1,10,18,NA,1,290487
6761,1,1,10,16,0,1,290562
6762,0,1,10,15,1,0,290638
6763,0,NA,10,15,0,0,290714
6764,0,1,10,16,0,1,290789
6765,1,0,10,15,1,0,290865
6766,0,1,10,16,0,1,290940
6767,0,0,10,16,0,1,291016
6768,1,1,10,15,1,0,291092
6769,0,0,10,16,0,1,291167
6770,0,1,10,16,1,1,291243
6771,1,1,10,16,1,1,291319
6772,0,1,10,15,0,0,291394
6773,0,0,10,16,0,1,291470
6774,1,1,10,17,1,1,291545
6775,0,1,10,17,0,1,291621
6776,0,1,10,16,1,1,291697
6777,0,0,10,17,0,1,291772
6778,0,0,9,14,0,0,291848
6779,1,1,9,15,NA,0,291924
6780,0,1,9,15,0,0,291999
6781,1,1,9,17,1,1,292075
6782,1,1,9,15,1,0,292150
6783,0,NA,9,17,1,1,292226
6784,0,1,9,16,NA,1,292302
6785,0,0,9,15,1,0,292377
6786,1,1,9,17,NA,1,292453
6787,1,1,9,16,1,1,292528
6788,0,NA,9,16,1,1,292604
6789,1,0,9,14,1,0,292680
6790,1,0,9,15,0,0,292755
6791,0,1,9,14,0,0,292831
6792,0,1,9,16,1,1,292907
6793,0,1,9,15,0,0,292982
6794,1,1,9,14,1,0,293058
6795,1,0,9,15,1,0,293133
6796,0,0,9,15,1,0,293209
6797,0,1,9,14,1,0,293285
6798,1,NA,9,15,0,0,293360
6799,0,1,9,16,1,1,293436
6800,0,1,9,16,1,1,293512
6801,1,NA,9,15,1,0,293587
6802,1,1,9,15,1,0,293663
6803,0,0,9,14,1,0,293738
6804,0,1,9,14,0,0,293814
6805,1,1,9,17,1,1,293890
6806,0,1,9,16,NA,1,293965
6807,1,0,9,16,NA,1,294041
6808,0,0,9,15,0,0,294117
6809,0,0,9,14,0,0,294192
6810,0,NA,9,15,0,0,294268
6811,0,1,9,17,1,1,294343
6812,1,NA,9,14,NA,0,294419
6813,1,0,9,15,1,0,294495
6814,1,1,9,14,1,0,294570
6815,0,0,9,14,0,0,294646
6816,1,1,9,15,1,0,294721
6817,1,1,9,17,1,1,294797
6818,0,1,9,16,1,1,294873
6819,0,1,9,15,0,0,294948
6820,0,1,11,16,1,1,295024
6821,1,0,11,16,0,1,295100
6822,0,0,11,16,1,1,295175
6823,0,1,11,17,1,1,295251
6824,0,1,11,17,0,1,295326
6825,0,1,11,16,0,1,295402
6826,0,0,11,17,0,1,295478
6827,0,1,11,18,1,1,295553
6828,1,1,11,17,0,1,295629
6829,0,1,11,17,0,1,295705
6830,0,1,11,16,0,1,295780
6831,0,1,11,16,1,1,295856
6832,1,0,11,16,1,1,295931
6833,0,1,11,18,0,1,296007
6834,1,1,11,17,1,1,296083
6835,1,1,11,17,1,1,296158
6836,0,0,11,17,1,1,296234
6837,1,1,11,17,1,1,296309
6838,0,1,11,16,0,1,296385
6839,0,1,11,17,0,1,296461
6840,0,1,9,15,1,0,296536
6841,1,1,9,16,0,1,296612
6842,1,1,9,15,1,0,296688
6843,1,NA,9,15,1,0,296763
6844,1,1,9,15,1,0,296839
6845,0,1,9,15,NA,0,296914
6846,0,1,9,15,0,0,296990
6847,0,0,9,15,0,0,297066
6848,1,0,9,14,0,0,297141
6849,1,1,9,14,NA,0,297217
6850,0,0,9,15,0,0,297293
6851,1,0,9,15,0,0,297368
6852,0,1,9,15,1,0,297444
6853,1,1,9,16,1,1,297519
6854,1,1,9,15,1,0,297595
6855,1,1,9,15,1,0,297671
6856,1,1,9,15,1,0,297746
6857,1,1,9,15,1,0,297822
6858,0,1,9,15,1,0,297898
6859,0,1,9,15,0,0,297973
6860,0,1,9,16,1,1,298049
6861,0,1,9,16,1,1,298124
6862,1,1,9,15,1,0,298200
6863,0,1,9,15,1,0,298276
6864,0,1,9,16,1,1,298351
6865,0,1,9,15,1,0,298427
6866,1,1,9,15,0,0,298502
6867,0,0,9,15,0,0,298578
6868,0,1,9,16,1,1,298654
6869,1,1,9,14,1,0,298729
6870,0,1,9,14,0,0,298805
6871,0,NA,12,18,0,1,298881
6872,0,0,12,17,1,1,298956
6873,0,0,12,18,1,1,299032
6874,1,1,12,17,0,1,299107
6875,0,1,12,18,0,1,299183
6876,1,1,12,17,1,1,299259
6877,0,1,12,17,1,1,299334
6878,0,1,12,18,0,1,299410
6879,1,1,12,17,1,1,299486
6880,1,1,12,18,0,1,299561
6881,1,1,12,18,0,1,299637
6882,1,1,12,18,0,1,299712
6883,1,0,12,17,0,1,299788
6884,1,0,12,18,1,1,299864
6885,1,1,12,17,NA,1,299939
6886,1,1,12,18,0,1,300015
6887,0,1,12,18,1,1,300090
6888,1,1,12,17,1,1,300166
6889,1,1,11,18,1,1,300242
6890,0,1,11,16,0,1,300317
6891,0,1,11,17,1,1,300393
6892,1,1,11,17,1,1,300469
6893,0,1,11,16,0,1,300544
6894,1,1,11,17,1,1,300620
6895,1,1,11,17,1,1,300695
6896,0,1,11,17,1,1,300771
6897,0,1,11,17,1,1,300847
6898,0,1,11,17,1,1,300922
6899,0,1,11,17,1,1,300998
6900,1,1,11,16,0,1,301074
6901,0,1,11,16,1,1,301149
6902,1,0,11,17,1,1,301225
6903,1,NA,11,16,0,1,301300
6904,1,1,10,15,1,0,301376
6905,1,0,10,16,1,1,301452
6906,1,1,10,16,1,1,301527
6907,0,1,10,15,1,0,301603
6908,0,1,10,15,1,0,301679
6909,0,1,10,16,0,1,301754
6910,0,1,10,16,1,1,301830
6911,1,1,10,15,1,0,301905
6912,0,1,10,16,1,1,301981
6913,0,1,10,15,1,0,302057
6914,0,1,10,16,0,1,302132
6915,1,NA,10,17,1,1,302208
6916,0,1,10,16,0,1,302283
6917,0,0,10,15,0,0,302359
6918,1,1,10,16,1,1,302435
6919,1,0,10,15,1,0,302510
6920,1,1,10,16,0,1,302586
6921,1,1,10,16,1,1,302662
6922,0,1,10,15,0,0,302737
6923,1,NA,10,15,0,0,302813
6924,0,0,10,15,0,0,302888
6925,0,1,11,17,1,1,302964
6926,1,1,11,17,1,1,303040
6927,0,1,11,18,1,1,303115
6928,0,1,11,17,0,1,303191
6929,1,1,11,17,1,1,303267
6930,1,1,11,17,1,1,303342
6931,1,1,11,17,1,1,303418
6932,0,1,11,18,0,1,303493
6933,1,1,11,18,0,1,303569
6934,0,1,11,16,1,1,303645
6935,1,0,11,16,1,1,303720
6936,0,1,11,18,0,1,303796
6937,0,0,11,16,1,1,303871
6938,0,0,11,17,1,1,303947
6939,0,1,11,17,1,1,304023
6940,0,NA,10,15,0,0,304098
6941,0,0,10,15,1,0,304174
6942,1,NA,10,18,1,1,304250
6943,0,1,10,16,1,1,304325
6944,0,1,10,15,0,0,304401
6945,1,1,10,17,1,1,304476
6946,1,1,10,16,1,1,304552
6947,1,0,10,16,0,1,304628
6948,0,1,10,15,1,0,304703
6949,1,1,10,16,1,1,304779
6950,0,1,10,15,0,0,304855
6951,1,1,10,18,1,1,304930
6952,1,0,10,15,0,0,305006
6953,1,1,10,16,1,1,305081
6954,0,1,10,17,1,1,305157
6955,0,1,10,16,1,1,305233
6956,0,0,10,16,0,1,305308
6957,0,0,10,16,1,1,305384
6958,0,0,10,16,1,1,305460
6959,1,1,10,16,1,1,305535
6960,0,1,9,15,1,0,305611
6961,0,NA,9,16,1,1,305686
6962,1,1,9,15,0,0,305762
6963,1,1,10,16,1,1,305838
6964,1,1,9,15,1,0,305913
6965,1,NA,9,15,NA,0,305989
6966,1,NA,9,16,1,1,306064
6967,0,1,9,15,1,0,306140
6968,0,1,9,17,1,1,306216
6969,1,1,9,16,0,1,306291
6970,1,0,9,15,1,0,306367
6971,1,1,9,15,1,0,306443
6972,1,1,9,16,1,1,306518
6973,0,NA,9,15,1,0,306594
6974,1,1,9,16,1,1,306669
6975,0,0,9,15,1,0,306745
6976,0,1,9,17,0,1,306821
6977,0,1,12,18,1,1,306896
6978,0,1,11,17,0,1,306972
6979,0,0,11,16,1,1,307048
6980,0,NA,11,18,0,1,307123
6981,0,0,11,17,0,1,307199
6982,0,0,11,16,0,1,307274
6983,0,1,11,16,0,1,307350
6984,1,1,11,18,0,1,307426
6985,0,1,11,18,0,1,307501
6986,0,1,11,16,0,1,307577
6987,0,0,11,17,0,1,307653
6988,1,1,11,17,1,1,307728
6989,0,1,11,18,1,1,307804
6990,0,1,11,16,0,1,307879
6991,0,1,11,17,0,1,307955
6992,0,0,11,17,0,1,308031
6993,0,1,11,17,0,1,308106
6994,0,0,11,16,0,1,308182
6995,0,1,11,18,0,1,308257
6996,1,1,11,17,1,1,308333
6997,0,1,9,15,1,0,308409
6998,1,1,9,15,1,0,308484
6999,1,NA,9,16,0,1,308560
7000,0,NA,9,15,1,0,308636
7001,0,1,9,15,0,0,308711
7002,1,0,10,16,0,1,308787
7003,0,1,10,16,1,1,308862
7004,1,1,10,16,1,1,308938
7005,0,NA,10,15,NA,0,309014
7006,0,1,10,16,1,1,309089
7007,0,1,10,15,0,0,309165
7008,0,0,10,NA,0,NA,309241
7009,1,1,10,16,NA,1,309316
7010,0,1,10,16,1,1,309392
7011,0,1,10,15,0,0,309467
7012,0,0,10,16,1,1,309543
7013,1,NA,10,16,NA,1,309619
7014,0,NA,10,15,1,0,309694
7015,0,1,10,16,1,1,309770
7016,0,1,10,15,1,0,309845
7017,0,0,12,18,0,1,309921
7018,1,1,12,18,0,1,309997
7019,0,1,12,18,0,1,310072
7020,0,1,12,18,0,1,310148
7021,0,0,12,18,0,1,310224
7022,1,1,12,18,0,1,310299
7023,0,0,12,18,1,1,310375
7024,1,1,12,18,1,1,310450
7025,0,1,12,18,1,1,310526
7026,0,1,12,18,0,1,310602
7027,0,1,12,17,0,1,310677
7028,1,0,12,18,0,1,310753
7029,0,1,12,18,0,1,310829
7030,1,1,12,17,1,1,310904
7031,0,1,12,18,0,1,310980
7032,0,1,12,17,0,1,311055
7033,0,0,12,17,0,1,311131
7034,0,1,12,18,0,1,311207
7035,0,1,12,18,0,1,311282
7036,0,1,12,18,0,1,311358
7037,1,1,12,17,1,1,311434
7038,0,0,12,17,1,1,311509
7039,1,1,12,18,1,1,311585
7040,0,1,12,18,0,1,311660
7041,0,0,12,18,0,1,311736
7042,0,1,12,17,0,1,311812
7043,0,1,12,18,0,1,311887
7044,0,1,12,18,1,1,311963
7045,1,1,12,18,NA,1,312038
7046,0,1,12,18,1,1,312114
7047,0,0,12,18,0,1,312190
7048,1,1,12,18,1,1,312265
7049,1,1,12,18,1,1,312341
7050,0,1,12,18,1,1,312417
7051,0,1,12,18,1,1,312492
7052,1,1,12,18,1,1,312568
7053,0,0,12,17,0,1,312643
7054,1,1,12,18,0,1,312719
7055,0,0,12,17,0,1,312795
7056,0,0,10,15,1,0,312870
7057,1,0,10,16,0,1,312946
7058,0,0,10,16,1,1,313022
7059,0,0,10,16,0,1,313097
7060,1,1,10,15,0,0,313173
7061,1,1,10,15,1,0,313248
7062,0,NA,10,15,1,0,313324
7063,0,1,10,15,0,0,313400
7064,1,1,10,16,1,1,313475
7065,0,0,10,16,0,1,313551
7066,1,1,10,16,1,1,313626
7067,0,0,10,15,1,0,313702
7068,0,0,10,16,0,1,313778
7069,1,1,10,16,1,1,313853
7070,0,0,10,15,0,0,313929
7071,1,1,10,15,1,0,314005
7072,1,1,10,16,1,1,314080
7073,0,0,10,16,0,1,314156
7074,0,1,10,16,0,1,314231
7075,0,0,10,15,0,0,314307
7076,0,1,10,16,0,1,314383
7077,0,0,10,16,1,1,314458
7078,0,1,10,15,0,0,314534
7079,0,0,10,16,0,1,314610
7080,0,0,10,16,0,1,314685
7081,1,0,10,15,0,0,314761
7082,0,1,10,16,1,1,314836
7083,0,1,10,16,0,1,314912
7084,0,0,12,17,NA,1,314988
7085,0,0,11,17,1,1,315063
7086,0,0,11,17,0,1,315139
7087,0,1,11,17,1,1,315215
7088,1,0,11,16,0,1,315290
7089,0,0,11,16,0,1,315366
7090,0,0,11,17,1,1,315441
7091,0,0,11,17,0,1,315517
7092,0,0,11,17,0,1,315593
7093,0,0,11,16,0,1,315668
7094,0,1,11,17,0,1,315744
7095,1,0,11,16,0,1,315819
7096,1,1,11,16,1,1,315895
7097,0,0,11,16,0,1,315971
7098,0,1,11,17,1,1,316046
7099,1,1,11,17,1,1,316122
7100,0,0,11,17,1,1,316198
7101,0,0,11,17,1,1,316273
7102,1,0,11,17,0,1,316349
7103,0,1,11,17,0,1,316424
7104,0,0,11,16,1,1,316500
7105,1,1,11,16,1,1,316576
7106,0,0,11,17,1,1,316651
7107,1,0,11,16,1,1,316727
7108,1,1,11,17,1,1,316803
7109,1,0,11,16,1,1,316878
7110,0,0,11,16,0,1,316954
7111,0,0,11,16,0,1,317029
7112,0,1,11,17,0,1,317105
7113,0,0,11,16,0,1,317181
7114,0,0,12,18,0,1,317256
7115,0,1,12,18,1,1,317332
7116,1,1,12,18,1,1,317407
7117,0,0,12,18,0,1,317483
7118,1,1,12,18,NA,1,317559
7119,0,0,12,18,1,1,317634
7120,0,1,12,17,1,1,317710
7121,0,0,12,18,0,1,317786
7122,0,0,12,17,0,1,317861
7123,1,1,12,18,1,1,317937
7124,1,1,12,17,1,1,318012
7125,0,0,12,17,0,1,318088
7126,0,0,12,17,0,1,318164
7127,0,0,12,18,1,1,318239
7128,0,0,12,16,1,1,318315
7129,1,1,12,18,1,1,318391
7130,0,0,12,18,1,1,318466
7131,0,0,12,18,0,1,318542
7132,0,1,12,18,0,1,318617
7133,1,1,12,18,1,1,318693
7134,0,0,12,18,0,1,318769
7135,0,1,12,18,0,1,318844
7136,0,1,12,17,1,1,318920
7137,1,1,12,17,1,1,318996
7138,0,0,9,14,1,0,319071
7139,0,1,9,15,1,0,319147
7140,0,1,9,14,0,0,319222
7141,1,0,9,15,1,0,319298
7142,0,0,9,15,0,0,319374
7143,1,0,9,14,0,0,319449
7144,0,0,9,15,0,0,319525
7145,1,0,9,15,1,0,319600
7146,0,0,9,15,0,0,319676
7147,1,1,9,15,0,0,319752
7148,0,0,9,14,1,0,319827
7149,1,1,9,16,1,1,319903
7150,0,0,9,14,0,0,319979
7151,0,0,NA,NA,1,NA,320054
7152,0,0,9,15,0,0,320130
7153,1,0,9,14,1,0,320205
7154,0,0,9,14,0,0,320281
7155,0,0,9,15,0,0,320357
7156,0,0,9,14,0,0,320432
7157,0,0,9,14,0,0,320508
7158,0,0,9,15,1,0,320584
7159,0,0,9,15,0,0,320659
7160,0,0,9,15,0,0,320735
7161,0,0,9,15,0,0,320810
7162,0,0,9,15,0,0,320886
7163,1,1,9,15,1,0,320962
7164,0,0,9,14,0,0,321037
7165,0,0,9,14,0,0,321113
7166,0,0,9,15,0,0,321188
7167,0,0,9,14,0,0,321264
7168,0,0,9,15,0,0,321340
7169,0,0,9,15,0,0,321415
7170,0,1,11,16,1,1,321491
7171,0,1,11,16,1,1,321567
7172,0,0,11,16,1,1,321642
7173,1,1,11,17,1,1,321718
7174,0,1,11,17,1,1,321793
7175,1,1,11,17,1,1,321869
7176,1,1,11,17,0,1,321945
7177,0,0,11,16,0,1,322020
7178,0,1,11,16,0,1,322096
7179,0,0,11,17,1,1,322172
7180,1,1,11,16,0,1,322247
7181,0,1,11,16,1,1,322323
7182,0,0,11,16,0,1,322398
7183,1,0,11,17,1,1,322474
7184,1,1,11,16,1,1,322550
7185,0,1,11,17,0,1,322625
7186,0,1,11,16,0,1,322701
7187,0,1,11,16,1,1,322777
7188,0,1,11,17,1,1,322852
7189,0,1,11,16,0,1,322928
7190,1,1,10,15,0,0,323003
7191,1,1,9,17,1,1,323079
7192,1,0,10,15,0,0,323155
7193,0,0,10,16,0,1,323230
7194,0,1,10,17,1,1,323306
7195,1,1,9,15,1,0,323381
7196,0,0,10,17,1,1,323457
7197,1,1,11,16,1,1,323533
7198,0,0,10,15,0,0,323608
7199,0,1,10,16,1,1,323684
7200,0,0,10,16,0,1,323760
7201,0,1,10,16,0,1,323835
7202,1,1,10,15,1,0,323911
7203,0,1,10,15,0,0,323986
7204,1,0,10,16,1,1,324062
7205,0,NA,10,17,1,1,324138
7206,1,NA,10,16,0,1,324213
7207,1,1,10,16,1,1,324289
7208,0,0,9,14,1,0,324365
7209,0,0,9,14,1,0,324440
7210,0,0,9,14,0,0,324516
7211,0,NA,9,15,1,0,324591
7212,0,1,9,14,0,0,324667
7213,0,1,9,15,0,0,324743
7214,1,1,9,15,1,0,324818
7215,0,1,9,14,1,0,324894
7216,0,0,9,15,0,0,324970
7217,0,1,9,15,1,0,325045
7218,0,0,9,14,0,0,325121
7219,0,1,10,16,1,1,325196
7220,0,1,9,15,1,0,325272
7221,1,1,9,15,1,0,325348
7222,1,0,9,14,1,0,325423
7223,0,0,9,15,1,0,325499
7224,0,1,9,15,1,0,325574
7225,1,1,12,18,1,1,325650
7226,0,0,12,17,0,1,325726
7227,1,1,12,17,1,1,325801
7228,0,1,12,18,1,1,325877
7229,0,1,12,18,1,1,325953
7230,1,1,12,17,1,1,326028
7231,0,1,12,17,0,1,326104
7232,0,1,12,18,1,1,326179
7233,1,1,12,17,1,1,326255
7234,0,1,12,18,1,1,326331
7235,0,0,11,18,0,1,326406
7236,0,1,12,18,1,1,326482
7237,0,1,12,17,1,1,326558
7238,0,1,12,17,0,1,326633
7239,0,0,12,17,0,1,326709
7240,0,0,12,17,1,1,326784
7241,0,0,12,17,1,1,326860
7242,1,1,12,17,1,1,326936
7243,1,1,12,17,1,1,327011
7244,0,1,12,18,1,1,327087
7245,0,0,12,18,0,1,327162
7246,0,1,12,18,1,1,327238
7247,0,0,12,17,1,1,327314
7248,0,1,12,17,1,1,327389
7249,0,0,10,16,0,1,327465
7250,1,1,10,16,1,1,327541
7251,0,0,10,15,0,0,327616
7252,1,1,10,16,0,1,327692
7253,0,1,10,16,1,1,327767
7254,0,0,10,15,0,0,327843
7255,0,NA,10,16,0,1,327919
7256,0,1,10,15,1,0,327994
7257,0,0,10,16,1,1,328070
7258,0,0,10,16,1,1,328146
7259,0,0,10,16,1,1,328221
7260,0,0,10,16,1,1,328297
7261,1,1,10,16,NA,1,328372
7262,1,1,10,16,1,1,328448
7263,1,0,10,16,0,1,328524
7264,0,0,10,15,0,0,328599
7265,0,0,10,16,0,1,328675
7266,0,0,10,16,0,1,328751
7267,0,0,10,15,1,0,328826
7268,0,0,10,16,0,1,328902
7269,1,0,10,16,1,1,328977
7270,0,0,10,15,1,0,329053
7271,0,0,10,15,0,0,329129
7272,0,0,10,15,0,0,329204
7273,1,0,10,15,0,0,329280
7274,0,0,10,16,0,1,329355
7275,1,0,10,16,0,1,329431
7276,0,0,10,16,0,1,329507
7277,1,0,10,16,1,1,329582
7278,0,0,10,15,0,0,329658
7279,0,0,10,16,0,1,329734
7280,0,0,11,17,1,1,329809
7281,0,1,11,17,1,1,329885
7282,0,0,11,16,0,1,329960
7283,0,0,11,17,0,1,330036
